System,JCA ID,Capability,WME,WME Description
LEXI-COMP,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
LEXI-COMP,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LEXI-COMP,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
LIBRARY,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LIBRARY,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
LIBRARY,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
LIBRARY,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
LIFENET,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LIFENET,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
LIFENET,1.4.2.4.2,Emergency Services,W4,Unify and Fully Integrate the Enterprise Support Activities
LIFENET,1.4.2.4.2,Emergency Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LIFENET,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
LIFENET,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LIFENET,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
LIFENET,1.4.2.4.2,Emergency Services,W5,Manage and Administer MTFs
LIFENET,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
LIFETRAK,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LIFETRAK,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LIFETRAK,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LIFETRAK,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LIGHTBOX,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LIGHTBOX,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
LIGHTBOX,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
LIGHTBOX,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LIGHTBOX,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
LIGHTNING,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
LIGHTNING,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
LINEAR ACCELERATOR,1.4.2.4.11,Therapeutic Radiology Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LINEAR ACCELERATOR,1.4.2.4.11,Therapeutic Radiology Services,E4,Deliver Solutions to Combatant Commands
LINEAR ACCELERATOR,1.4.2.4.11,Therapeutic Radiology Services,W5,Manage and Administer MTFs
LINEAR ACCELERATOR,1.4.2.4.11,Therapeutic Radiology Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LINEAR ACCELERATOR,1.4.2.4.11,Therapeutic Radiology Services,W8,Improve Readiness Health and Experience
LINK PLUS,6.2.3.2,Collaboration,E4,Deliver Solutions to Combatant Commands
LINK PLUS,6.2.3.2,Collaboration,W7,Deliver and Sustain Electronic Health Record
LISA,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LISA,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LISA,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LISA,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LISA,1.4.2.2.4,Public Health Laboratory (PHL) Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LISA,1.4.2.2.4,Public Health Laboratory (PHL) Services,E4,Deliver Solutions to Combatant Commands
LISA,1.4.2.2.4,Public Health Laboratory (PHL) Services,W8,Improve Readiness Health and Experience
LITHOTRIPTER,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LITHOTRIPTER,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
LITHOTRIPTER,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
LITHOTRIPTER,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LITHOTRIPTER,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
LLIS,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LLIS,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LLIS,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LLIS,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LM,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
LM,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
LMSXS,1.4.1.4.3.1,Environmental,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LMSXS,1.4.1.4.3.1,Environmental,E4,Deliver Solutions to Combatant Commands
LMSXS,1.4.1.4.3.1,Environmental,W8,Improve Readiness Health and Experience
LMSXS,1.4.1.4.3.1,Environmental,W10,Deploy Solutions for 21st Century
LN,6.2.3.2,Collaboration,E4,Deliver Solutions to Combatant Commands
LN,6.2.3.2,Collaboration,W7,Deliver and Sustain Electronic Health Record
LOAD,6.2.3,Core Enterprise Services,E4,Deliver Solutions to Combatant Commands
LOAD,6.2.3,Core Enterprise Services,W7,Deliver and Sustain Electronic Health Record
LOGGERNET,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LOGGERNET,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
LOGGERNET,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
LOGIZAN,1.4.3.7.1,Health Information Technology Requirements and Development,W5,Manage and Administer MTFs
LOGIZAN,1.4.3.7.1,Health Information Technology Requirements and Development,W7,Deliver and Sustain Electronic Health Record
LOGIZAN,1.4.3.7.1,Health Information Technology Requirements and Development,W10,Deploy Solutions for 21st Century
LOTUS,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
LOTUS,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
LRS,6.2.3.4,Content Delivery,E4,Deliver Solutions to Combatant Commands
LRS,6.2.3.4,Content Delivery,W7,Deliver and Sustain Electronic Health Record
LSC,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LSC,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LSC,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
LSC,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
LSM,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LSM,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LSM,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LSM,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LSS,1.4.3.5.3,Staff Development,E2,Optimize Operations Across the Military Health System
LSS,1.4.3.5.3,Staff Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LSS,1.4.3.5.3,Staff Development,W1,Build Robust Improvement Capability
LSS,1.4.3.5.3,Staff Development,W2,Ensure that Everyone Can Succeed
LSS,1.4.3.5.3,Staff Development,W5,Manage and Administer MTFs
LSS,1.4.3.5.3,Staff Development,W8,Improve Readiness Health and Experience
LTO LIBRARY,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
LTO LIBRARY,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
LV,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
LV,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
Leica,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Leica,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
Leica,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
Leica,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
Luminos Agile,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Luminos Agile,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
Luminos Agile,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
Luminos Agile,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
M3,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
M3,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
M3,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
M3,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
MAC 5500 ECG,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAC 5500 ECG,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MAC 5500 ECG,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MAC 5500 ECG,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MAC 5500 ECG,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MAGPIX,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAGPIX,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
MAGPIX,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
MAGPIX,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
MAGVIEW,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAGVIEW,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
MAGVIEW,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
MAGVIEW,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
MAGic,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
MAGic,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
MAIL,1.3.1.1,Community Support,E2,Optimize Operations Across the Military Health System
MAIL,1.3.1.1,Community Support,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAIL,1.3.1.1,Community Support,W1,Build Robust Improvement Capability
MAIL,1.3.1.1,Community Support,W2,Ensure that Everyone Can Succeed
MAIL,1.3.1.1,Community Support,W3,Gather Develop and Prioritize Requirements
MAIL,1.3.1.1,Community Support,W5,Manage and Administer MTFs
MAIL,1.3.1.1,Community Support,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MAIL,1.3.1.1,Community Support,W8,Improve Readiness Health and Experience
MAIL,1.3.1.1,Community Support,W9,Strengthen Strategic Partnerships and Alliances
MAIL,1.3.1.1,Community Support,M1,Optimize Critical Internal Management Processes
MAMMOGAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAMMOGAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
MAMMOGAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
MAMMOGAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
MAMMOGRAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAMMOGRAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
MAMMOGRAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
MAMMOGRAPHY DEVICE,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
MAMMOGRAPHY SW,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAMMOGRAPHY SW,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
MAMMOGRAPHY SW,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
MAMMOGRAPHY SW,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
MANOSCAN MANOMETER,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MANOSCAN MANOMETER,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MANOSCAN MANOMETER,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MANOSCAN MANOMETER,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MANOSCAN MANOMETER,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MAPCHECK2,1.4.2.4.11,Therapeutic Radiology Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAPCHECK2,1.4.2.4.11,Therapeutic Radiology Services,E4,Deliver Solutions to Combatant Commands
MAPCHECK2,1.4.2.4.11,Therapeutic Radiology Services,W5,Manage and Administer MTFs
MAPCHECK2,1.4.2.4.11,Therapeutic Radiology Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MAPCHECK2,1.4.2.4.11,Therapeutic Radiology Services,W8,Improve Readiness Health and Experience
MARCO CONNECT,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MARCO CONNECT,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MARCO CONNECT,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MARCO CONNECT,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MARCO CONNECT,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MARPLOT,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MARPLOT,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,E4,Deliver Solutions to Combatant Commands
MARPLOT,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,W8,Improve Readiness Health and Experience
MARS,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MARS,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MARS,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MARS,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MARS,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MASCOT,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MASCOT,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
MASCOT,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
MASCOT,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
MASTERSCREEN,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MASTERSCREEN,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MASTERSCREEN,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MASTERSCREEN,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MASTERSCREEN,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MASTER II,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MASTER II,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
MASTER II,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
MASTER II,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MASTER II,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
MATHCAD,1.4.2.4.11,Therapeutic Radiology Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MATHCAD,1.4.2.4.11,Therapeutic Radiology Services,E4,Deliver Solutions to Combatant Commands
MATHCAD,1.4.2.4.11,Therapeutic Radiology Services,W5,Manage and Administer MTFs
MATHCAD,1.4.2.4.11,Therapeutic Radiology Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
MATHCAD,1.4.2.4.11,Therapeutic Radiology Services,W8,Improve Readiness Health and Experience
MATLAB,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MATLAB,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
MATLAB,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
MATLAB,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
MAXIMO,4.2.1,Manage Supplies and Equipment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
MAXIMO,4.2.1,Manage Supplies and Equipment,E4,Deliver Solutions to Combatant Commands
MAXIMO,4.2.1,Manage Supplies and Equipment,W10,Deploy Solutions for 21st Century
MAXIMO,4.2.1,Manage Supplies and Equipment,M1,Optimize Critical Internal Management Processes
MAX Fed,6.2.1,Information Sharing,E4,Deliver Solutions to Combatant Commands
MAX Fed,6.2.1,Information Sharing,W7,Deliver and Sustain Electronic Health Record
MC4,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
MC4,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
MCAFEE,6.1.4,Defensive Cyber - Internal Defensive Measures,E4,Deliver Solutions to Combatant Commands
