System,Alignment,Aligned Cap,Total Cap,Percent Grouping,Percent,EMW Coverage,Systems with Same EMW Coverage,EMW Combo Count,Top 10 EMW Match,Top 10 EMW Combo #
SAP BEX,Aligned,1,1,90-100%,100%,W1 | W3 | W4 | W5 | W7 | W9 ,1,6,,
SARPTA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SATELLITE ED,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
SAVI,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SAWS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SBM,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
SC,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
SCANSNAP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SCCM,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SCHICK,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SCRIPTCENTER,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
SCRIPTPRO,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
SCRUBEX,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
SCRUTINIZER,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SCSI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SCZTHERMDAQ,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SC LOGIC,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
SDI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SD ABS Tremor,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SECURECRT,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SECURE CONSOLE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SEER Rx,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SEMD,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
SEMEN ANALYZER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SENSAPHONE,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
SENSIS HEMO CATH LAB,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SENTILLION,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SEPS,Aligned,10,8,90-100%,100%,E3 | E4 | M1 | W10 | W3 | W4 | W5 | W6 | W8 | W9 ,1,10,,
SERENA,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
SERIES IV PHYSIOM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SERVERS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SFWSUSS,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SGI,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SHARE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SHAREPOINT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SHAVLIK,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SHIPLEY,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SHOCKWAVE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SHRED,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
SHUTAVOID,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SIDEXIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SIGMAPLOT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SILVERLIGHT,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
SIMPANA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SIMPLANT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SIMQUEST,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SIMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SIM MAN,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
SKED,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
SL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SLDCADA,Aligned,1,1,90-100%,100%,E1 | M1 ,6,2,,
SLEEPWORKS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SLIDE EXEC,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
SLIT LAMP,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SM,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SMART,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
SMARTBEAR,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SMARTSEND,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SMART Management,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
SMDP,Aligned,1,1,90-100%,100%,E2 | E3 | E4 | W10 | W2 | W5 | W8 | W9 ,2,8,,
SMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SNAGIT,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
SNARC,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SNC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SNPMIS,Aligned,14,15,90-100%,93%,E1 | E2 | E3 | E4 | M1 | W1 | W2 | W3 | W4 | W5 | W6 | W7 | W8 | W9 ,1,14,,
SOCKET TOOLS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SOFTMED,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
SOLARIS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SOLDIERS DB,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
SOLIDWORKS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
SOMNOSTAR SLEEP LAB,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SONIC,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
SONOVA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SONULTRA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SORS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SORVALL 12BP,Aligned,1,1,90-100%,100%,E3 | E4 | W3 | W5 | W8 ,3,5,,
SOUNDCHECK,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SOUNDFORGE,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
SOUNDVIEW,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
SPECIMEN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SPECIMEN LABELER,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
SPECIMEN TRACKER,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SPECTRAMAX,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SPECTROSCOPY,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
SPERM ANALYZER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SPIROMETER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SPIRO PD,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SPLUNK,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SPORTIDENT,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
SPY ELITE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SQL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SQRIPT,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
SRTS,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
SS,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SSCM,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
SSES,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
SSHClient,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SSL VPN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SSPQ-X,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
STA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
STARS,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
STAT,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
STATA,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
STATDX,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
STATISTICA,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
STDB,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
STEDMANsEMD,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
STEROTACTIC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
STICU DASHBOARD,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
STIM2,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
STORES,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
STREEM,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
STROBOSCOPE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
STRUXUREWARE,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
STSS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
STUDIOFX,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SUPERBILL,Aligned,1,1,90-100%,100%,E3 | W3 | W5 | W6 | W8 ,12,5,,
SUPER 2D-3D,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SUPPLY RECORD,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
SURGICAL ROBOT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SURGIVISION,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
SURROUND,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
SURVEY MONKEY,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SWA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SWANK,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
SWN,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
SYMANTEC,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SYNCSORT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SYSBIOCUBE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Scaffold,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
ScanPoint,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
ScanTools Plus,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Seahorse Analyzer,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
SoftMax Pro,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Spirometer,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
Spyder3Pro,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Storage,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
SyBASE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
T-DOC,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
T-System,Aligned,2,1,90-100%,100%,E3 | E4 | W4 | W5 | W6 | W8 ,8,6,,
T2T,Aligned,6,6,90-100%,100%,E3 | E4 | W5 | W6 | W7 | W8 ,3,6,,
TABLEAU,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TACACS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TAIHOD,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
TALKSTATION,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
TANDBERG-MS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TAPDB,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W2 | W5 ,4,6,,
TBIF,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TBII,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TEER,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
TELELIBRARY,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
TELELIBRARY-CRD,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TELELIBRARY-My Athens-Single Sign On,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
TELELIBRARY-Pediatric Dentistry Database,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
TELEMETRY,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TELE 360,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TEMPUS-PRO,Aligned,1,1,90-100%,100%,E2 | E3 | E4 | W10 | W2 | W5 | W8 | W9 ,2,8,,
TERARECON,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TES,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
TEST SERVER,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TETRA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TEWLS,Aligned,17,18,90-100%,94%,E2 | E3 | E4 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,1,13,,
TEXT CONTROL,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TF,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
THERASCRIBE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
THERASOFT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
THERMO SIEVE,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
THYROID UPTAKE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TIPS-Write,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
TITUS,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
TLIQ,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TMDS,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
TMIP-J-Inc2,Aligned,28,30,90-100%,93%,E2 | E3 | E4 | W1 | W10 | W2 | W3 | W5 | W6 | W8 | W9 ,1,11,,
TMIP-J INC 2,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
TMMCA,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W2 | W5 ,4,6,,
TMTL,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
TM STIMULUS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TOAD,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
TOBACCO CESATION,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TOF 5800,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
TOL,Aligned,10,13,70-80%,76%,E3 | E4 | W5 | W7 | W8 ,1,5,,
TOMOGRAPHY,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TONOMETER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TOPAZ ELECTRONIC,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
TOPCON,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TOXMSTR,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
TPFIMS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TPOC,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
TRAC2ES,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W5 | W8 | W9 ,1,6,,
TRACE,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
TRACEMASTERVUE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TRACER,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
TRACK-IT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TRACS4LIFE,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
TRAIN,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
TRAKPRO,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
TRANSPRC,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W2 | W5 ,4,6,,
TRAVAX,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TRDVS,Aligned,3,3,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W6 | W7 | W8 ,1,10,,
TREADMILL,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TREND,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
TRI-CARB,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TRIPWIRE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TRITURUS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TRMDU,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
TRS,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
TRSP,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
TRUE UP,Aligned,1,1,90-100%,100%,W7 | W9 ,3,2,,
TRUSCAN32,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
TSI-SP,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TSI AIRFLOW,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
TSKR,Aligned,1,1,90-100%,100%,E3 | M1 | W1 | W2 | W4 | W5 ,1,6,,
TSVCRC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TTD,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
TV,Aligned,1,1,90-100%,100%,E2 | E3 | M1 | W1 | W2 | W3 | W5 | W6 | W8 | W9 ,7,10,,
TWIN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TWINLOOK,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
TeleDermatology,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
TelePathology,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Training-Travel,Aligned,1,1,90-100%,100%,E2 | E3 | W1 | W2 | W5 | W8 ,22,6,,
Transcription,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
UBS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
UFT,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
UGVS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
UIMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
ULTRAEDIT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
ULTRASOUND,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
ULTRASOUND DEVICE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
UMS,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
UNITY,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
UPAS,Aligned,1,1,90-100%,100%,E3 | W3 | W5 | W6 | W8 ,12,5,,
UPC2,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
UPDU,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
UPS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
UP TO DATE,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
URINE ANALYZER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
USSING,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
